,title,publisher,img,release_date,critic_score,console
4291,Marvel vs. Capcom 3: Fate of Two Worlds,Capcom,/games/boxart/full_marvel-vs-capcom-3-fate-of-two-worlds_375AmericaFront.jpg,2011-02-15,8.3,"X360, PS3"
4292,Marvel vs. Capcom: Infinite,Capcom,/games/boxart/full_2387855AmericaFrontccc.png,2017-09-19,7.2,"XOne, PS4, PC"
4293,Marvel's Avengers,Square Enix,/games/boxart/full_611932AmericaFrontccc.png,2020-09-04,6.7,"PC, PS4, XOne, XS, PS5"
4294,Marvel's Guardians of the Galaxy,Square Enix,/games/boxart/full_6844527AmericaFrontccc.jpg,2021-10-26,8.0,"PC, XS, XOne, NS, PS5, PS4"
4295,Marvel's Guardians of the Galaxy: The Telltale Series,Warner Bros. Interactive Entertainment,/games/boxart/full_5890013AmericaFrontccc.jpg,2017-05-02,7.8,"XOne, PS4"
4296,Marvel's Iron Man VR,Sony Interactive Entertainment,/games/boxart/full_4255290AmericaFrontccc.png,2020-07-03,7.3,PS4
4297,Marvel's Spider-Man,Sony Interactive Entertainment,/games/boxart/full_7960565AmericaFrontccc.jpg,2018-09-07,9.1,PS4
4298,Marvel's Spider-Man 2,Sony Interactive Entertainment,/games/boxart/full_5917129AmericaFrontccc.jpg,2023-10-20,9.0,PS5
4299,Marvel's Spider-Man Remastered,PlayStation PC,/games/boxart/full_6847256AmericaFrontccc.jpg,2022-08-12,8.7,PC
4300,Marvel's Spider-Man: Miles Morales,Sony Interactive Entertainment,/games/boxart/full_9989918AmericaFrontccc.png,2020-11-12,8.5,"PS4, PC"
4301,Marvel: Ultimate Alliance 2,Activision,/games/boxart/full_7634268AmericaFrontccc.jpg,2009-09-15,7.6,"X360, PS3"
4303,Marvel’s Spider-Man: Miles Morales,Sony Interactive Entertainment,/games/boxart/full_2177403AmericaFrontccc.jpg,2020-11-12,8.5,PS5
4304,Mary Skelter 2,Idea Factory International,/games/boxart/full_6139644JapanFrontccc.jpg,2019-10-22,7.5,NS
4305,Mary Skelter: Nightmares 2,Compile Heart,/games/boxart/full_2348066JapanFrontccc.png,2018-07-12,7.6,PS4
4306,Mass Effect,Electronic Arts,/games/boxart/3684631ccc.jpg,2008-05-28,9.1,PC
4307,Mass Effect 2,Electronic Arts,/games/boxart/full_9684928AmericaFrontccc.jpg,2010-01-26,9.5,"PC, X360, PS3"
4308,Mass Effect 2: Firewalker,Electronic Arts,/games/boxart/full_mass-effect-2-firewalker_10AmericaFront.jpg,2010-03-23,9.6,PC
4309,Mass Effect 2: Kasumi's Stolen Memory,Electronic Arts,/games/boxart/full_mass-effect-2-kasumis-stolen-memory_4AmericaFront.jpg,2010-04-06,6.7,PC
4310,Mass Effect 2: Lair of the Shadow Broker,Electronic Arts,/games/boxart/full_mass-effect-2-lord-of-the-shadow-broker_8AmericaFront.jpg,2010-09-07,8.7,PC
4312,Mass Effect 2: Overlord,Electronic Arts,/games/boxart/full_mass-effect-2-overlord_0AmericaFront.jpg,2010-06-15,8.8,PC
4313,Mass Effect 2: The Arrival,Electronic Arts,/games/boxart/full_mass-effect-2-the-arrival_983AmericaFront.jpg,2011-03-29,6.5,PC
4315,Mass Effect 3,Electronic Arts,/games/boxart/full_4734836AmericaFrontccc.jpg,2012-03-06,9.2,"X360, PC, PS3"
4317,Mass Effect: Andromeda,Electronic Arts,/games/boxart/full_3398006AmericaFrontccc.jpg,2017-03-21,7.1,"PC, PS4, XOne"
4319,Mass Effect: Pinnacle Station,Electronic Arts,/games/boxart/full_mass-effect-pinnacle-station_8AmericaFront.jpg,2009-08-25,4.8,PC
4320,Massive Chalice,Double Fine Productions,/games/boxart/full_9571226AmericaFrontccc.jpeg,2014-11-11,7.3,PC
4321,Master Detective Archives: Rain Code,Spike Chunsoft,/games/boxart/full_8958608AmericaFrontccc.png,2023-06-30,7.7,NS
4322,Master Reboot,Wales Interactive Ltd.,/games/boxart/full_2426164AmericaFrontccc.jpg,2013-10-29,5.9,"PC, PS3"
4325,Mata Hari: Betrayal is only a Kiss Away,Viva Media,/games/boxart/full_3375749AmericaFrontccc.jpg,2009-06-01,6.3,PC
4328,Matterfall,Sony Interactive Entertainment,/games/boxart/full_1925924PALFrontccc.jpg,2017-08-15,7.2,PS4
4329,Max & the Magic Marker,Press Play,/games/boxart/full_4347122AmericaFrontccc.jpg,2010-02-08,7.6,PC
4330,Max Gentlemen,The Men Who Wear Many Hats LLC,/games/boxart/full_8417449AmericaFrontccc.jpg,2014-08-21,6.3,PC
4331,Max Payne 3,Rockstar Games,/games/boxart/full_6497876AmericaFrontccc.jpg,2012-05-15,9.0,"X360, PS3, PC"
4332,Max: The Curse of Brotherhood,Microsoft Studios,/games/boxart/full_8099978AmericaFrontccc.png,2013-12-20,7.2,"XOne, NS"
4333,Max: the Curse of Brotherhood,Microsoft Studios,/games/boxart/full_7753874AmericaFrontccc.jpg,2014-05-21,7.2,PC
4334,May's Mysteries: The Secret of Dragonville,Unknown,/games/boxart/default.jpg,2012-03-09,7.0,PC
4335,Mayhem 3D,Evolved Games,/games/boxart/full_mayhem-3d_839AmericaFront.jpg,2011-03-22,5.3,"PS3, X360"
4337,MechWarrior 5: Mercenaries,Microsoft,/games/boxart/full_2058656AmericaFrontccc.jpg,2019-12-10,7.3,PC
4338,MechWarrior Online,Infinite Game Publishing,/games/boxart/default.jpg,2013-09-17,6.8,PC
4341,Mecho Tales,Arcade Distillery,/games/boxart/full_7061596AmericaFrontccc.png,2017-12-14,4.3,NS
4342,Mechstermination Force,Horberg Productions,/games/boxart/full_9409871PALFrontccc.jpg,2019-04-03,7.9,NS
4343,Medal of Honor,Electronic Arts,/games/boxart/full_medal-of-honor_6AmericaFront.jpg,2010-10-12,7.0,"PC, PS3, X360"
4345,Medal of Honor: Above and Beyond,Electronic Arts,/games/boxart/full_2446403AmericaFrontccc.jpg,2020-12-11,6.6,PC
4346,Medal of Honor: Warfighter,Electronic Arts,/games/boxart/full_2984380PALFrontccc.jpg,2012-10-23,5.3,"X360, PS3, PC"
4347,MediEvil (2019),Sony Interactive Entertainment,/games/boxart/full_1082729AmericaFrontccc.jpg,2019-10-25,6.7,PS4
4349,Medieval II: Total War Gold Edition,Sega,/games/boxart/full_1448556AmericaFrontccc.jpg,2008-02-05,8.8,PC
4350,Medieval Moves: Deadmund's Quest,Sony Computer Entertainment,/games/boxart/full_medieval-moves-deadmunds-quest_289AmericaFront.jpg,2011-11-15,7.0,PS3
4352,Mega Coin Squad,Adult Swim,/games/boxart/full_3224607AmericaFrontccc.jpg,2014-08-15,7.4,"PC, XOne, PS4"
4353,Mega Man 11,Capcom,/games/boxart/full_4677692AmericaFrontccc.jpg,2018-10-02,8.0,"PS4, NS, XOne"
4354,Mega Man Legacy Collection,Capcom,/games/boxart/full_7212012AmericaFrontccc.jpg,2015-08-25,7.9,"PC, XOne, PS4"
4355,Mega Man Legacy Collection 1+2,Capcom,/games/boxart/full_1474256AmericaFrontccc.jpg,2018-05-22,8.5,NS
4356,Mega Man Legacy Collection 2,Capcom,/games/boxart/full_3293555AmericaFrontccc.jpg,2017-08-08,7.9,"PS4, XOne"
4357,Mega Man X Legacy Collection 1,Capcom,/games/boxart/full_563348JapanFrontccc.jpg,2018-07-26,8.0,"PS4, NS"
4360,Mega Man X5,Unknown,/games/boxart/full_3136974AmericaFrontccc.jpg,2014-09-09,7.6,PS3
4362,MegaTagmension Blanc + Neptune VS Zombies,Idea Factory International,/games/boxart/full_2240999AmericaFrontccc.jpg,2016-10-03,6.1,PC
4363,Megadimension Neptunia VII,Idea Factory International,/games/boxart/full_3623477AmericaFrontccc.jpg,2016-02-02,7.1,"PS4, PC"
4364,Megadimension Neptunia VIIR,Idea Factory International,/games/boxart/full_1358264AmericaFrontccc.jpg,2018-05-08,7.1,PS4
4365,Megamind: Ultimate Showdown,THQ,/games/boxart/full_megamind-ultimate-showdown_6AmericaFront.jpg,2010-11-02,3.3,"X360, PS3"
4369,Meltdown (2013),Bulkypix,/games/boxart/default.jpg,2014-03-05,6.9,PC
4370,Membrane,Perfect Hat,/games/boxart/full_7045746AmericaFrontccc.png,2018-02-22,7.1,NS
4371,Memento Mori,Got Game Entertainment,/games/boxart/full_5104906AmericaFrontccc.jpg,2009-07-27,7.7,PC
4372,Memento Mori 2: Guardians of Immortality,Bohemia Interactive,/games/boxart/full_8028926PALFrontccc.jpeg,2014-05-13,7.7,PC
4373,Memoria,Daedalic Entertainment,/games/boxart/full_3010815PALFrontccc.jpeg,2015-01-01,9.2,PC
4383,Men of War,Aspyr,/games/boxart/full_men-of-war_605AmericaFront.jpg,2009-03-16,9.0,PC
4384,Men of War: Assault Squad,1C Company,/games/boxart/full_men-of-war-assault-squad_587AmericaFront.jpg,2011-02-25,8.0,PC
4385,Men of War: Condemned Heroes,1C Company,/games/boxart/default.jpg,2012-04-12,5.7,PC
4386,Men of War: Red Tide,Aspyr,/games/boxart/full_men-of-war-red-tide_2PALFront.jpg,2009-11-02,7.7,PC
4387,Men of War: Vietnam,1C Company,/games/boxart/full_men-of-war-vietnam_127PALFront.jpg,2011-09-08,7.2,PC
4389,Mercenaries 2: World in Flames,Electronic Arts,/games/boxart/8238124ccc.jpg,2008-08-31,6.4,"PS3, X360, PC"
4390,Mercenaries Saga Chronicles,PM Studios,/games/boxart/full_8972405AmericaFrontccc.jpg,2018-09-11,6.8,NS
4391,Mercenary Kings,Tribute Games,/games/boxart/default.jpg,2014-04-01,7.0,"PS4, PC"
4392,Mercenary Kings Reloaded,Tribute Games,/games/boxart/full_3233893AmericaFrontccc.png,2018-02-06,6.9,NS
4397,Meridian: New World,Headup Games,/games/boxart/default.jpg,2014-04-04,4.3,PC
4400,Metal Gear Online,Konami Digital Entertainment,/games/boxart/full_3618141JapanFrontccc.jpg,2008-06-12,8.1,PS3
4401,Metal Gear Rising: Revengeance,Konami Digital Entertainment,/games/boxart/full_6227989AmericaFrontccc.jpg,2013-02-19,9.0,"X360, PS3, PC"
4402,Metal Gear Solid 2: Sons of Liberty,Konami Digital Entertainment,/games/boxart/default.jpg,2011-11-08,9.6,"X360, PS3"
4403,Metal Gear Solid 3: Snake Eater,Konami Digital Entertainment,/games/boxart/default.jpg,2011-11-08,9.1,"PS3, X360"
4404,Metal Gear Solid 4: Guns of the Patriots,Konami,/games/boxart/full_9894043AmericaFrontccc.jpg,2008-06-12,9.3,PS3
4405,Metal Gear Solid HD Collection,Konami,/games/boxart/full_7156013AmericaFrontccc.jpg,2011-11-08,9.1,"PS3, PS3, X360, X360"
4406,Metal Gear Solid HD Edition,Konami Digital Entertainment,/games/boxart/full_9114785JapanFrontccc.jpg,2011-11-23,8.1,"PS3, X360"
4407,Metal Gear Solid V: Ground Zeroes,Konami Digital Entertainment,/games/boxart/full_4679291AmericaFrontccc.jpg,2014-03-18,8.1,"PS3, XOne, PS4, X360, PC"
4409,Metal Gear Solid V: The Phantom Pain,Konami Digital Entertainment,/games/boxart/full_8487538PALFrontccc.jpg,2015-09-01,9.3,"PC, PS3, PS4, XOne, X360"
4410,Metal Gear Solid: Peace Walker,Konami Digital Entertainment,/games/boxart/default.jpg,2011-11-08,8.9,"X360, PS3"
4411,Metal Gear Solid: The Legacy Collection,Konami Digital Entertainment,/games/boxart/full_6772721AmericaFrontccc.jpg,2013-07-09,9.3,PS3
4412,Metal Gear Survive,Konami Digital Entertainment,/games/boxart/full_3581703AmericaFrontccc.jpg,2018-02-20,6.0,"XOne, PS4, PC"
4413,Metal Max Xeno,NIS America,/games/boxart/full_9838282AmericaFrontccc.jpg,2018-09-25,7.2,PS4
4414,Metal Max Xeno: Reborn,Kadokawa Games,/games/boxart/full_3319953JapanFrontccc.jpg,2020-09-10,7.2,"PS4, NS"
4415,Metal Slug 3,SNK Playmore,/games/boxart/default.jpg,2015-01-01,7.6,"PS4, PS3"
4418,Metal Wolf Chaos XD,Devolver Digital,/games/boxart/full_7942612AmericaFrontccc.jpg,2019-08-06,6.3,"XOne, PC, PS4"
4420,Metal: Hellsinger,Funcom,/games/boxart/full_1643412AmericaFrontccc.jpg,2021-12-01,7.9,"XS, XOne, PS5, PC, PS4"
4421,Metro Exodus,Deep Silver,/games/boxart/full_5725758AmericaFrontccc.jpg,2019-02-15,8.5,"PS4, XOne, PC"
4422,Metro: Last Light,Deep Silver,/games/boxart/full_2045080AmericaFrontccc.jpg,2013-05-14,8.2,"PS3, X360, PC"
4423,Metrocide,Flat Earth Games,/games/boxart/full_5759247AmericaFrontccc.jpg,2014-10-01,6.8,PC
4424,Metroid Dread,Nintendo,/games/boxart/full_2929337AmericaFrontccc.jpg,2021-10-08,8.8,NS
4426,Metroid Prime Remastered,Nintendo,/games/boxart/full_3444542AmericaFrontccc.jpg,2023-02-08,9.4,NS
4427,Metropolis: Lux Obscura,Sometimes You,/games/boxart/full_9935546AmericaFrontccc.png,2018-04-04,4.9,NS
4431,Michael Jackson: The Experience,Ubisoft,/games/boxart/full_michael-jackson-the-experience_9AmericaFront.jpg,2011-04-12,5.6,"X360, PS3"
4432,Michael Phelps: Push the Limit,505 Games,/games/boxart/full_michael-phelps-push-the-limit_195AmericaFront.jpg,2011-10-11,4.8,X360
4433,Micro Machines: World Series,Codemasters,/games/boxart/full_5922193PALFrontccc.jpg,2017-06-30,5.9,"PS4, PC, XOne"
4437,Microsoft Flight Simulator (2020),Xbox Game Studios,/games/boxart/full_9242764AmericaFrontccc.jpg,2020-08-18,9.1,"PC, XS"
4439,Middle-Earth: Shadow of Mordor,Warner Bros. Interactive Entertainment,/games/boxart/full_4219697PALFrontccc.jpg,2014-09-30,8.4,"PC, XOne, PS4, PS3, X360"
4440,Middle-Earth: Shadow of War,Warner Bros. Interactive Entertainment,/games/boxart/full_7687731PALFrontccc.jpeg,2017-10-10,8.0,"PC, PS4, XOne"
4442,Midnight Club: Los Angeles,Rockstar Games,/games/boxart/full_3616000AmericaFrontccc.jpg,2008-10-20,8.2,"X360, PS3"
4444,Midnight Mysteries: The Edgar Allan Poe Conspiracy,Mumbo Jumbo,/games/boxart/full_midnight-mysteries-the-edgar-allan-poe-conspiracy_3AmericaFront.jpg,2009-07-17,5.5,PC
4445,Midsummer Night,Siberian Digital,/games/boxart/full_5874024AmericaFrontccc.jpg,2016-06-17,6.7,PC
4447,Might & Magic Heroes VI,Ubisoft,/games/boxart/full_might-ampamp-magic-heroes-vi_903AmericaFront.jpg,2011-10-13,7.4,PC
4448,Might & Magic Heroes VI - Shades of Darkness,Ubisoft,/games/boxart/full_3760034PALFrontccc.jpg,2013-05-02,6.6,PC
4449,Might & Magic Heroes VII,Ubisoft,/games/boxart/full_4113077AmericaFrontccc.jpg,2015-09-29,6.7,PC
4450,Might & Magic X: Legacy,Ubisoft,/games/boxart/full_3695820AmericaFrontccc.jpg,2014-04-01,7.1,PC
4451,Might & Magic: Clash of Heroes,Ubisoft,/games/boxart/full_might-ampamp-magic-clash-of-heroes_129AmericaFront.jpg,2011-09-22,8.6,PC
4453,Mighty Fight Federation,"Komi Games, Inc",/games/boxart/full_3321561AmericaFrontccc.png,2020-12-01,6.9,"PC, PS4, XOne, NS"
4454,Mighty Gunvolt Burst,Inti Creates,/games/boxart/full_2637268AmericaFrontccc.png,2017-06-15,8.0,NS
4455,Mighty No. 9,Eidos Interactive Ltd,/games/boxart/full_5050AmericaFrontccc.jpg,2015-07-01,5.2,"XOne, PS4, PS3, X360, PC"
4456,Mighty Switch Force,WayForward Technologies,/games/boxart/default.jpg,2015-06-01,8.4,PC
4457,Miitopia,Nintendo,/games/boxart/full_3752594AmericaFrontccc.jpg,2021-05-21,7.1,NS
4464,MindJack,Square Enix,/games/boxart/full_mindjack_764AmericaFront.jpg,2011-01-18,4.6,"X360, PS3"
4466,Minecraft,Mojang,/games/boxart/full_minecraft_1AmericaFront.png,2010-05-10,9.5,"PC, X360, PS3, PS4, XOne, NS"
4467,Minecraft: Dungeons,Microsoft Studios,/games/boxart/full_2733120AmericaFrontccc.jpg,2020-05-26,7.0,"PC, XOne, PS4, NS"
4468,Minecraft: Story Mode,Mojang,/games/boxart/full_9328037AmericaFrontccc.jpg,2015-10-27,7.1,"PS3, XOne, PS4, X360, PC"
4471,Mineko's Night Market,Humble Bundle,/games/boxart/full_7020975AmericaFrontccc.png,2020-12-30,6.6,NS
4473,Mini Ninjas,Eidos Interactive,/games/boxart/full_9874313AmericaFrontccc.jpg,2009-09-08,7.4,"PC, X360, PS3"
4474,Minimum,Atari,/games/boxart/full_6633481AmericaFrontccc.jpg,2014-09-10,6.9,PC
4476,Minit,Devolver Digital,/games/boxart/full_4396441AmericaFrontccc.png,2018-04-03,8.1,PS4
4479,Minoria,DANGEN Entertainment,/games/boxart/full_7593385AmericaFrontccc.jpg,2019-08-27,7.0,"PC, NS"
4480,Minute of Islands,Mixtvision,/games/boxart/full_3430782AmericaFrontccc.jpg,2020-12-01,7.3,"PS4, XOne, PC, NS"
4484,Mirror's Edge,Electronic Arts,/games/boxart/full_3564523AmericaFrontccc.jpg,2008-11-11,7.6,"PS3, X360, PC"
4485,Mirror's Edge Catalyst,Electronic Arts,/games/boxart/full_2500104AmericaFrontccc.jpg,2016-06-07,6.9,"PS4, PC, XOne"
4493,Mobile Suit Gundam Extreme VS. Maxiboost ON,Bandai Namco Games,/games/boxart/full_2208277AmericaFrontccc.jpg,2020-07-30,7.8,PS4
4496,Mobile Suit Gundam: Extreme Vs,Namco Bandai Games,/games/boxart/full_mobile-suit-gundam-extreme-vs_796JapanFront.jpg,2014-01-30,7.8,PS3
4497,Mobius Final Fantasy,Square Enix,/games/boxart/default.jpg,2017-02-06,7.3,PC
4498,ModNation Racers,Sony Computer Entertainment,/games/boxart/full_355593AmericaFrontccc.jpg,2010-05-25,8.1,PS3
4502,Moebius,Pinkerton Road,/games/boxart/full_5716687AmericaFrontccc.png,2014-04-15,6.6,PC
4503,Mole Control,Blitz Game Studios,/games/boxart/full_mole-control_731AmericaFront.jpg,2010-01-20,6.6,PC
4504,Mom Hid My Game!,Kemco,/games/boxart/full_4458272AmericaFrontccc.png,2017-12-21,7.1,NS
4505,Momodora,rdein,/games/boxart/full_7005682AmericaFrontccc.png,2010-08-08,7.6,PC
4508,Momodora: Reverie Under the Moonlight,AGM Playism,/games/boxart/full_5016916AmericaFrontccc.png,2016-03-04,7.6,"PC, PS4"
4511,Monaco: What's Yours Is Mine,Pocketwatch Games,/games/boxart/full_1037555PALFrontccc.jpg,2013-04-24,8.9,PC
4512,Monday Night Combat,Uber Entertainment,/games/boxart/full_monday-night-combat_734AmericaFront.jpg,2011-01-24,8.0,PC
4514,Monkey Island 2 Special Edition: LeChuck's Revenge,LucasArts,/games/boxart/full_5513776AmericaFrontccc.jpeg,2010-07-07,8.5,PC
4515,Monkey Island 2 Special Edition: LeChuck’s Revenge,LucasArts,/games/boxart/default.jpg,2010-07-07,8.5,PC
4518,Monkey King: Hero is Back,THQ Nordic,/games/boxart/full_4406551AmericaFrontccc.jpg,2019-10-17,6.1,PS4
4520,Monochroma,Nowhere Studios,/games/boxart/default.jpg,2014-04-24,5.5,"PC, XOne, PS4"
4522,Monopoly Plus,Ubisoft,/games/boxart/full_7290633AmericaFrontccc.jpg,2017-09-07,5.3,PC
4523,Monopoly Streets,Electronic Arts,/games/boxart/full_monopoly-streets_8AmericaFront.jpg,2010-10-26,6.6,"X360, PS3"
4524,Monopoly for Nintendo Switch,Ubisoft,/games/boxart/full_8887860AmericaFrontccc.jpg,2017-10-31,5.3,NS
4525,Monster Boy and the Cursed Kingdom,FDG Entertainment,/games/boxart/full_1182987AmericaFrontccc.jpg,2018-11-06,8.0,"XOne, NS, PS4"
4526,Monster Energy Supercross - The Official Videogame,Milestone S.r.l.,/games/boxart/full_7323254AmericaFrontccc.jpg,2018-02-13,6.8,"NS, PS4, XOne"
4528,Monster Energy Supercross - The Official Videogame 3,Milestone S.r.l.,/games/boxart/full_6362248AmericaFrontccc.jpeg,2020-02-04,7.0,PC
4538,Monster Hunter Generations Ultimate,Capcom,/games/boxart/full_5131597AmericaFrontccc.png,2018-08-28,7.7,NS
4540,Monster Hunter Rise,Capcom,/games/boxart/full_985854AmericaFrontccc.png,2021-03-26,8.8,"NS, PC"
4541,Monster Hunter Stories 2: Wings of Ruin,Capcom,/games/boxart/full_5488219AmericaFrontccc.jpg,2021-07-09,8.1,"PC, NS"
4543,Monster Hunter: World,Capcom,/games/boxart/full_9898553AmericaFrontccc.png,2018-01-26,9.4,"PS4, XOne, PC"
4544,Monster Jam Steel Titans,THQ Nordic,/games/boxart/full_7562389PALFrontccc.jpg,2019-05-25,6.1,"XOne, PC, PS4"
4545,Monster Jam: Crush It,GameMill,/games/boxart/full_7722399AmericaFrontccc.jpg,2017-01-17,3.6,"XOne, PS4, NS"
4549,Monster Prom,Those Awesome Guys,/games/boxart/full_500117AmericaFrontccc.jpg,2018-04-27,8.0,PC
4550,Monster Rancher 1 & 2 DX,Koei Tecmo,/games/boxart/full_1047185AmericaFrontccc.jpg,2021-12-09,7.0,NS
4551,Monster Sanctuary,Team 17,/games/boxart/full_399479AmericaFrontccc.jpg,2019-08-28,7.4,PC
4553,Monster Trucks Nitro,RedLynx,/games/boxart/full_5613160AmericaFrontccc.jpg,2009-01-29,8.0,PC
4554,Monster Trucks Nitro 2,Miniclip.com,/games/boxart/full_8031829AmericaFrontccc.jpg,2010-04-05,8.0,PC
4555,Monster of the Deep: Final Fantasy XV,Square Enix,/games/boxart/full_5314057AmericaFrontccc.jpg,2017-11-21,6.2,PS4
4556,Monsters vs. Aliens,Activision,/games/boxart/full_5878882AmericaFrontccc.jpg,2009-03-24,6.5,"X360, PS3, PC"
4557,Monstrum,Team Junkfish,/games/boxart/full_5397777AmericaFrontccc.jpg,2015-05-20,8.0,"PC, XOne, PS4, NS"
4558,Moon Hunters,Kitfox Games,/games/boxart/default.jpg,2016-07-12,6.2,"PS4, NS"
4559,Moon: Remix RPG Adventure,Onion Games,/games/boxart/full_4029341AmericaFrontccc.jpg,2020-08-27,7.7,NS
4561,Moonlighter,11 bit studios,/games/boxart/full_5984282AmericaFrontccc.jpg,2018-05-29,8.3,"PC, XOne, PS4, NS"
4562,Moons Of Madness,Funcom,/games/boxart/full_9569930AmericaFrontccc.jpg,2019-10-22,6.9,"PC, PS4, XOne"
4564,Mordhau,Triternion,/games/boxart/full_5781400AmericaFrontccc.jpg,2019-04-29,8.1,PC
4566,MorphX,505 Games,/games/boxart/full_morphx_9AmericaFront.jpg,2010-09-28,3.3,X360
4567,Morphite,Level 77,/games/boxart/full_2953243AmericaFrontccc.png,2017-11-02,6.5,NS
4568,Morphopolis,Unknown,/games/boxart/full_7179552AmericaFrontccc.jpg,2014-08-14,7.4,PC
4569,Mortal Kombat,Warner Bros. Interactive,/games/boxart/full_mortal-kombat_154AmericaFront.jpg,2011-04-19,8.4,"PS3, X360"
4570,Mortal Kombat (2011),Warner Bros. Interactive Entertainment,/games/boxart/full_4560317AmericaFrontccc.jpg,2011-04-19,8.6,"X360, PS3"
4571,Mortal Kombat 11,Warner Bros. Interactive Entertainment,/games/boxart/full_9068473AmericaFrontccc.png,2019-04-23,8.2,"PC, NS, PS4, XOne"
4572,Mortal Kombat Komplete Edition,Warner Bros. Interactive Entertainment,/games/boxart/full_5604169AmericaFrontccc.jpg,2013-08-06,8.1,PC
4573,Mortal Kombat X,Warner Bros. Interactive Entertainment,/games/boxart/full_9891732AmericaFrontccc.jpg,2015-04-14,8.3,"PS4, PC, XOne"
4574,Mortal Kombat vs DC Universe,Midway Games,/games/boxart/full_9497640AmericaFrontccc.jpg,2008-11-16,7.6,"PS3, X360"
4575,Mortal Kombat: Arcade Kollection,Unknown,/games/boxart/default.jpg,2011-08-31,6.2,PC
4576,Mortal Shell,Playstack,/games/boxart/full_3684742AmericaFrontccc.jpg,2020-08-18,7.6,"PC, XOne, PS4"
4577,Mortimer Beckett and the Secrets of Spooky Manor,Mumbo Jumbo,/games/boxart/5441925ccc.jpg,2008-02-19,5.6,PC
4578,Mosaic,Raw Fury,/games/boxart/full_8199125AmericaFrontccc.jpg,2019-12-05,7.3,"PC, NS, XOne, PS4"
4580,Moss,Perp Games,/games/boxart/full_4232711AmericaFrontccc.jpg,2018-06-12,9.0,PS4
4581,Mother Russia Bleeds,Bandai Visual,/games/boxart/full_326462AmericaFrontccc.jpg,2016-01-01,7.0,PC
4582,Mothergunship,Sold Out,/games/boxart/full_2622469AmericaFrontccc.jpg,2018-08-24,7.2,"XOne, PS4"
4584,MotionSports,Ubisoft,/games/boxart/full_motionsports_200AmericaFront.jpg,2010-11-04,4.1,X360
4585,MotionSports: Adrenaline,Ubisoft,/games/boxart/full_motionsports-adrenaline_538AmericaFront.jpg,2011-11-01,4.1,"X360, PS3"
4586,Moto Racer 4,Microids,/games/boxart/full_526549PALFrontccc.jpg,2016-11-03,4.9,"PC, PS4, XOne, NS"
4587,MotoGP 08,Capcom,/games/boxart/full_9592489AmericaFrontccc.jpg,2008-10-28,6.8,"PS3, PC, X360"
4588,MotoGP 09/10,Capcom,/games/boxart/full_8982820AmericaFrontccc.jpg,2010-03-23,7.0,"X360, PS3"
4589,MotoGP 10/11,Capcom,/games/boxart/full_motogp-1011_388AmericaFront.jpg,2011-03-15,6.0,"PS3, X360"
4590,MotoGP 14,Namco Bandai Games,/games/boxart/full_2071430PALFrontccc.jpg,2014-11-04,7.3,"PS3, PS4, PC, X360"
4591,MotoGP 15,Milestone S.r.l.,/games/boxart/full_2842597PALFrontccc.jpg,2015-06-24,6.6,"XOne, X360, PC, PS3, PS4"
4592,MotoGP 17,Koch Media,/games/boxart/full_2303342PALFrontccc.jpg,2017-06-15,6.8,"PC, XOne, PS4"
4593,MotoGP 18,Milestone S.r.l.,/games/boxart/full_849108PALFrontccc.jpg,2018-03-31,6.6,"PC, XOne, PS4, NS"
4594,MotoGP 19,Milestone S.r.l.,/games/boxart/full_1976007AmericaFrontccc.jpg,2019-06-06,7.6,"PC, PS4, XOne, NS"
4595,MotoGP 20,Milestone S.r.l.,/games/boxart/full_6419981AmericaFrontccc.jpg,2020-04-23,7.6,"PC, PS4, NS, XOne"
4597,MotorStorm: Apocalypse,Sony Computer Entertainment,/games/boxart/full_motorstorm-apocalypse_657AmericaFront.jpg,2011-05-03,7.6,PS3
4598,MotorStorm: Pacific Rift,Sony Computer Entertainment,/games/boxart/full_5387927AmericaFrontccc.jpg,2008-10-28,8.0,PS3
4599,Motorbike,Sony Computer Entertainment,/games/boxart/default.jpg,2013-06-25,1.7,PS3
4600,Motorsport Manager (2017),Sega,/games/boxart/full_687719PALFrontccc.jpg,2017-03-27,8.1,PC
4604,Mount & Blade,Paradox Interactive,/games/boxart/5464404ccc.jpg,2008-09-16,7.2,PC
4606,Mount & Blade II: Bannerlord,Taleworlds,/games/boxart/full_7232742AmericaFrontccc.jpg,2020-12-01,7.7,PC
4607,Mount & Blade: Warband,Paradox Interactive,/games/boxart/full_3410771AmericaFrontccc.jpg,2010-03-19,7.8,"PC, PS4, XOne"
4608,Mount & Blade: With Fire & Sword,Paradox Interactive,/games/boxart/full_mount-ampamp-blade-with-fire-ampamp-sword_642AmericaFront.jpg,2011-05-03,6.6,PC
4610,Mountain,Double Fine Productions,/games/boxart/full_2912631AmericaFrontccc.jpg,2014-07-01,8.2,PC
4612,MouseCraft,Unknown,/games/boxart/default.jpg,2014-07-08,7.2,"PS3, PC, PS4"
4614,Move Fitness,Sony Computer Entertainment,/games/boxart/full_3431727PALFrontccc.jpg,2013-03-26,5.0,PS3
4615,Moving Out,Team 17,/games/boxart/full_9750072AmericaFrontccc.jpg,2020-04-28,8.0,"XOne, PS4, PC, NS"
4616,Mr Bean,Blast! Entertainment Ltd,/games/boxart/full_3372889PALFrontccc.jpg,2009-02-20,5.6,PC
