,title,publisher,img,release_date,critic_score,console
2458,Fable Fortune,Mediatonic,/games/boxart/full_3591366AmericaFrontccc.jpeg,2018-02-22,6.3,"PC, XOne"
2459,Fable II,Microsoft Game Studios,/games/boxart/full_9713176AmericaFrontccc.jpg,2008-10-21,9.0,X360
2460,Fable III,Microsoft Game Studios,/games/boxart/full_fable-iii_9AmericaFront.jpg,2010-10-26,7.4,"X360, PC"
2462,Fable: The Journey,Microsoft Studios,/games/boxart/full_1891505AmericaFrontccc.jpg,2012-10-09,6.1,X360
2466,FaceBreaker,EA Sports,/games/boxart/5794258ccc.jpg,2008-09-03,5.4,"X360, PS3"
2467,Factorio,Wube Software LTD.,/games/boxart/full_5669548AmericaFrontccc.jpg,2016-01-01,9.0,PC
2468,Faery: Legends of Avalon,Focus Home Interactive,/games/boxart/full_faery-legends-of-avalon_707AmericaFront.jpg,2011-05-06,5.7,PC
2469,Fahrenheit: Indigo Prophecy Remastered,Aspyr,/games/boxart/full_3887215AmericaFrontccc.jpg,2015-01-29,6.1,PC
2471,Fairy Fencer F,NIS America,/games/boxart/full_1592574AmericaFrontccc.jpg,2014-09-16,6.6,"PS3, PC"
2472,Fairy Fencer F: Advent Dark Force,Idea Factory International,/games/boxart/full_9111537AmericaFrontccc.jpg,2016-07-26,7.1,PS4
2473,Fairy Tail,Koei Tecmo,/games/boxart/full_8873290AmericaFrontccc.jpg,2020-07-31,7.1,"PS4, NS, PC"
2476,Fairyland: Fairy Power,Naarassusi Publisher,/games/boxart/full_3318515AmericaFrontccc.jpg,2016-11-11,6.8,PC
2482,Fairytale Fights,Playlogic Game Factory,/games/boxart/full_3873682AmericaFrontccc.jpg,2009-10-27,4.8,"X360, PS3"
2483,Falcon Age,Outerloop Games,/games/boxart/full_3016084AmericaFrontccc.jpg,2019-04-09,7.0,PS4
2484,Fall Guys: Ultimate Knockout,Devolver Digital,/games/boxart/full_6849217AmericaFrontccc.jpg,2020-08-04,8.1,"PS4, PC"
2487,Fallen Earth,Icarus Games,/games/boxart/full_2829611AmericaFrontccc.jpg,2009-09-22,7.0,PC
2489,Fallen Legion,Acttil,/games/boxart/full_6644791AmericaFrontccc.jpg,2017-07-25,6.4,PS4
2490,Fallen Legion Revenants,NIS America,/games/boxart/full_1647453AmericaFrontccc.jpg,2021-02-16,5.4,NS
2492,Fallen Legion: Rise to Glory,NIS America,/games/boxart/full_9715081AmericaFrontccc.jpg,2018-05-29,7.0,NS
2493,Falling Skies: The Game,Little Orbit,/games/boxart/default.jpg,2016-01-01,3.9,"PS3, PS4, X360, PC"
2494,Fallout 3,Bethesda Softworks,/games/boxart/full_6847566AmericaFrontccc.jpg,2008-10-28,8.9,"X360, PC, PS3"
2498,Fallout 3: Broken Steel,Bethesda Softworks,/games/boxart/full_5481978AmericaFrontccc.jpg,2009-05-05,7.9,PC
2500,Fallout 3: Mothership Zeta,Bethesda Softworks,/games/boxart/full_2261130AmericaFrontccc.jpg,2009-08-03,6.8,PC
2502,Fallout 3: Point Lookout,Bethesda Softworks,/games/boxart/full_fallout-3-point-lookout_256AmericaFront.jpg,2009-06-23,8.0,PC
2503,Fallout 3: The Pitt,Bethesda Softworks,/games/boxart/full_2160656PALFrontccc.jpg,2009-03-24,7.6,PC
2504,Fallout 4,Bethesda Softworks,/games/boxart/full_2507140AmericaFrontccc.jpg,2015-11-10,8.7,"PS4, XOne, PC"
2505,Fallout 4 VR,Bethesda Softworks,/games/boxart/full_9892030PALFrontccc.jpg,2017-12-11,7.8,PC
2506,Fallout 76,Bethesda Softworks,/games/boxart/full_2000092AmericaFrontccc.jpg,2018-11-14,4.6,"XOne, PS4, PC"
2508,Fallout Shelter,Bethesda Softworks,/games/boxart/full_2389190AmericaFrontccc.png,2018-06-10,7.1,NS
2510,Fallout: New Vegas,Bethesda Softworks,/games/boxart/full_fallout-new-vegas_9AmericaFront.jpg,2010-10-19,8.2,"PS3, X360, PC"
2511,Fallout: New Vegas - Dead Money,Bethesda Softworks,/games/boxart/full_fallout-new-vegas-dead-money_160AmericaFront.jpg,2011-02-22,7.0,PC
2512,Fallout: New Vegas - Honest Hearts,Bethesda Softworks,/games/boxart/full_fallout-new-vegas-honest-hearts_833AmericaFront.jpg,2011-05-17,6.4,PC
2513,Fallout: New Vegas - Lonesome Road,Bethesda Softworks,/games/boxart/full_fallout-new-vegas-lonesome-road_570AmericaFront.jpg,2011-09-20,6.3,PC
2514,Fallout: New Vegas - Old World Blues,Bethesda Softworks,/games/boxart/full_fallout-new-vegas-old-world-blues_730AmericaFront.jpg,2011-07-19,8.7,PC
2518,Family Feud: 2012 Edition,Ubisoft,/games/boxart/full_family-feud-2012-edition_814AmericaFront.jpg,2011-10-18,4.7,X360
2520,Family Guy: Back to the Multiverse,Activision,/games/boxart/full_9351537AmericaFrontccc.jpg,2012-11-20,3.9,"X360, PS3, PC"
2521,FantaVision,Sony Computer Entertainment,/games/boxart/full_1789099AmericaFrontccc.jpeg,2015-12-14,7.2,PS4
2522,Fantasia: Music Evolved,Disney Interactive Studios,/games/boxart/full_9297606AmericaFrontccc.jpg,2014-10-21,7.7,"XOne, X360"
2523,Fantastic Pets,THQ,/games/boxart/full_fantastic-pets_368AmericaFront.jpg,2011-04-12,6.6,X360
2525,Fantasy Hero: Unsigned Legacy,Arc System Works,/games/boxart/full_9179566AmericaFrontccc.png,2018-01-25,5.9,NS
2526,Fantasy Strike,Sirlin Games,/games/boxart/full_2679481AmericaFrontccc.png,2018-07-01,7.6,NS
2527,Far Cry 2,Ubisoft,/games/boxart/full_6466178AmericaFrontccc.jpg,2008-10-21,8.4,"X360, PC, PS3"
2529,Far Cry 3,Ubisoft,/games/boxart/full_2248766AmericaFrontccc.jpg,2012-12-04,8.8,"X360, PS3, PC"
2530,Far Cry 3: Blood Dragon,Ubisoft,/games/boxart/default.jpg,2013-05-01,8.0,"PS3, PC, X360"
2531,Far Cry 3: Classic Edition,Ubisoft,/games/boxart/full_7396440JapanFrontccc.jpg,2018-07-05,8.8,PS4
2532,Far Cry 4,Ubisoft,/games/boxart/full_5808768AmericaFrontccc.jpg,2014-11-18,8.5,"PC, PS4, PS3, X360, XOne"
2533,Far Cry 5,Ubisoft,/games/boxart/full_6902342AmericaFrontccc.jpg,2018-02-27,7.1,"PC, PS4, XOne"
2534,Far Cry 6,Ubisoft,/games/boxart/full_8724288AmericaFrontccc.jpg,2021-02-18,7.3,"XOne, PC, XS, PS5, PS4"
2535,Far Cry: New Dawn,Ubisoft,/games/boxart/full_4404382AmericaFrontccc.jpg,2019-02-15,7.1,"PC, XOne, PS4"
2536,Far Cry: Primal,Ubisoft,/games/boxart/full_2048466AmericaFrontccc.jpg,2016-02-23,7.7,"XOne, PS4, PC"
2538,Farm Frenzy,Mumbo Jumbo,/games/boxart/full_1346837AmericaFrontccc.jpg,2008-01-30,5.9,PC
2542,Farm Heroes Saga,King.com,/games/boxart/full_1419614AmericaFrontccc.png,2013-03-26,7.0,PC
2543,Farm Together,Milkstone Studios,/games/boxart/full_4669038AmericaFrontccc.jpg,2018-10-11,7.7,PC
2547,Farming Simulator,Tri Synergy,/games/boxart/full_farming-simulator_364AmericaFront.jpg,2009-08-28,7.3,PC
2549,Farming Simulator 17,Focus Home Interactive,/games/boxart/full_7582349AmericaFrontccc.jpg,2016-10-25,6.9,"PS4, XOne, PC, NS"
2551,Farming Simulator 17: Straw Harvest,Aerosoft,/games/boxart/full_9259193PALFrontccc.jpg,2017-11-30,6.9,PC
2552,Farming Simulator 19,Focus Home Interactive,/games/boxart/full_9451539PALFrontccc.jpg,2018-11-20,7.3,"XOne, PC, PS4"
2554,Farming Simulator 2013,Focus Home Interactive,/games/boxart/full_2317826PALFrontccc.jpg,2012-10-25,3.0,"PC, X360, PS3"
2556,Farpoint,Sony Interactive Entertainment,/games/boxart/full_1105961AmericaFrontccc.png,2017-05-16,7.1,PS4
2558,Fast & Furious Crossroads,Bandai Namco Entertainment,/games/boxart/full_886547AmericaFrontccc.jpg,2020-08-07,3.5,"PC, XOne, PS4"
2559,Fast & Furious: Showdown,Activision,/games/boxart/full_9637081AmericaFrontccc.jpg,2013-05-21,2.2,"PS3, X360"
2560,Fast RMX,Shin'en,/games/boxart/full_2852259AmericaFrontccc.png,2017-03-03,8.1,NS
2562,Fat Princess Adventures,Sony Computer Entertainment,/games/boxart/full_9995755AmericaFrontccc.jpg,2015-12-05,6.3,PS4
2565,Fatale: Exploring Salome,Tale of Tales,/games/boxart/full_4295584AmericaFrontccc.jpg,2009-10-05,7.0,PC
2566,Fate of the World,Unknown,/games/boxart/full_fate-of-the-world_756AmericaFront.jpg,2011-02-28,8.0,PC
2567,Fate/Extella Link,Xseed Games,/games/boxart/full_9733729AmericaFrontccc.jpg,2019-02-12,7.5,"PC, PS4, NS"
2568,Fate/Extella: The Umbral Star,Xseed Games,/games/boxart/full_1790424AmericaFrontccc.jpg,2017-01-17,8.0,"PS4, NS"
2569,Fate/Samurai Remnant,Koei Tecmo,/games/boxart/full_3549964AmericaFrontccc.jpg,2023-09-28,8.1,"PS5, PS4, PC, NS"
2572,Fe,Electronic Arts,/games/boxart/full_8298149AmericaFrontccc.png,2018-02-16,7.0,"XOne, PS4, PC, NS"
2573,Fear Effect Sedna,Square Enix,/games/boxart/full_3799528AmericaFrontccc.png,2018-03-06,5.0,NS
2575,Fearless Fantasy,Unknown,/games/boxart/default.jpg,2014-05-15,8.4,PC
2576,Fell Seal: Arbiter's Mark,1C Entertainment,/games/boxart/full_6772036AmericaFrontccc.png,2019-04-30,8.2,PC
2580,Ferrari Challenge Trofeo Pirelli,Activision,/games/boxart/full_6074703AmericaFrontccc.jpg,2008-08-26,7.1,"PS3, PS3"
2581,Feudal Alloy,Attu Games,/games/boxart/full_6422479AmericaFrontccc.jpg,2019-01-17,7.6,"PC, NS, PS4, XOne"
2582,Fez,Trapdoor,/games/boxart/full_7892242PALFrontccc.png,2013-05-01,8.9,"PC, PS4, NS"
2586,Fight Crab,Playism,/games/boxart/full_8660936AmericaFrontccc.jpg,2020-07-30,6.0,"PC, NS"
2587,Fight Night Champion,EA Sports,/games/boxart/full_fight-night-champion_55AmericaFront.jpg,2011-03-01,8.4,"PS3, X360"
2588,Fight Night Round 4,EA Sports,/games/boxart/full_fight-night-round-4_5AmericaFront.jpg,2009-06-23,8.6,"PS3, X360"
2589,Fighter Within,Ubisoft,/games/boxart/full_2514942AmericaFrontccc.jpg,2013-11-19,2.3,XOne
2590,Fighters Uncaged,Ubisoft,/games/boxart/full_fighters-uncaged_5AmericaFront.jpg,2010-11-04,3.2,X360
2591,Fighting EX Layer,Arika,/games/boxart/full_7037256AmericaFrontccc.jpg,2018-06-28,7.3,PS4
2592,Figment,Bedtime Digital Games,/games/boxart/full_3264784AmericaFrontccc.jpg,2017-09-22,7.5,"PC, NS"
2595,Final Exam,Focus Home Interactive,/games/boxart/full_4221542AmericaFrontccc.jpg,2013-11-05,6.0,"PC, PS3, X360"
2596,Final Fantasy Crystal Chronicles: Remastered Edition,Square Enix,/games/boxart/full_4691277AmericaFrontccc.jpg,2020-08-27,3.8,"PS4, NS"
2597,Final Fantasy III,Square Enix,/games/boxart/full_1751878AmericaFrontccc.jpg,2014-05-27,7.7,PC
2598,Final Fantasy IV,Square Enix,/games/boxart/full_2971002AmericaFrontccc.jpg,2014-09-17,8.5,PC
2599,Final Fantasy IX,Square Enix,/games/boxart/full_2506402AmericaFrontccc.png,2017-09-19,9.4,"PS4, XOne, NS"
2600,Final Fantasy Type-0,Square Enix,/games/boxart/full_9518115AmericaFrontccc.jpg,2016-08-18,7.2,PC
2602,Final Fantasy VI,Square Enix,/games/boxart/full_4855031AmericaFrontccc.jpg,2015-12-16,7.8,PC
2603,Final Fantasy VII,Square Enix,/games/boxart/full_1987373AmericaFrontccc.jpg,2015-12-05,7.8,"PS4, XOne, NS"
2604,Final Fantasy VII Rebirth,Square Enix,/games/boxart/full_3867328AmericaFrontccc.png,2024-02-29,9.2,PS5
2605,Final Fantasy VII Remake,Square Enix,/games/boxart/full_3186217AmericaFrontccc.jpg,2020-04-10,8.7,PS4
2606,Final Fantasy VII Remake Intergrade,Square Enix,/games/boxart/full_7245092AmericaFrontccc.jpg,2021-06-10,8.9,PS5
2607,Final Fantasy VIII Remastered,Square Enix,/games/boxart/full_4274669AmericaFrontccc.jpeg,2019-09-03,8.0,"NS, PS4, XOne, PC"
2608,Final Fantasy X / X-2 HD Remaster,Square Enix,/games/boxart/full_223481AmericaFrontccc.jpg,2014-03-18,8.9,"PS3, PS4, PC, NS, XOne"
2613,Final Fantasy XII: The Zodiac Age,Square Enix,/games/boxart/full_7946846AmericaFrontccc.jpg,2017-07-11,8.6,"PS4, PC, XOne"
2614,Final Fantasy XIII,Square Enix,/games/boxart/full_282357AmericaFrontccc.jpg,2010-03-09,8.0,"PS3, X360"
2615,Final Fantasy XIII-2,Square Enix,/games/boxart/full_final-fantasy-xiii-2_763AmericaFront.png,2012-01-31,8.1,"PS3, X360, PC"
2616,Final Fantasy XIV Online,Square Enix,/games/boxart/full_final-fantasy-xiv_8AmericaFront.jpg,2010-09-22,5.3,"PC, PS3"
2619,Final Fantasy XIV: Heavensward,Square Enix,/games/boxart/full_3172905AmericaFrontccc.jpg,2015-06-23,8.6,"PS3, PS4, PC"
2620,Final Fantasy XIV: Shadowbringers,Square Enix,/games/boxart/full_639389AmericaFrontccc.jpg,2019-07-02,9.0,"PS4, PC"
2621,Final Fantasy XIV: Stormblood,Square Enix,/games/boxart/full_8073159AmericaFrontccc.jpg,2017-06-20,8.7,"PC, PS4"
2622,Final Fantasy XV,Square Enix,/games/boxart/full_4029717JapanFrontccc.jpg,2016-11-29,8.1,"XOne, PS4"
2624,Final Fantasy XV Pocket Edition,Square Enix,/games/boxart/full_978004AmericaFrontccc.jpg,2018-06-06,6.9,PC
2625,Final Fantasy XV Pocket Edition HD,Square Enix,/games/boxart/full_872471AmericaFrontccc.jpeg,2018-09-06,6.9,"PS4, XOne, NS"
2627,Final Fantasy XVI,Square Enix,/games/boxart/full_8667021AmericaFrontccc.png,2021-12-31,8.7,"PC, PS5"
2631,Finding Paradise,Freebird Games,/games/boxart/full_2603382AmericaFrontccc.jpeg,2017-12-14,8.1,PC
2633,Fire Emblem Engage,Nintendo,/games/boxart/full_8152372AmericaFrontccc.jpg,2023-01-20,8.0,NS
2634,Fire Emblem Warriors,Nintendo,/games/boxart/full_8428240AmericaFrontccc.jpg,2017-10-20,7.3,NS
2635,Fire Emblem Warriors: Three Hopes,Nintendo,/games/boxart/full_1676692AmericaFrontccc.jpg,2022-06-24,8.0,NS
2637,Fire Emblem: Three Houses,Nintendo,/games/boxart/full_4873458AmericaFrontccc.jpg,2019-07-26,8.9,NS
2638,Fire Pro Wrestling Returns,Sony Computer Entertainment,/games/boxart/default.jpg,2013-04-23,7.8,PS3
2639,Fire Pro Wrestling World,Spike Chunsoft,/games/boxart/full_3942575AmericaFrontccc.jpg,2017-12-18,7.9,"PC, PS4"
2640,Firefall,Red 5 Studio,/games/boxart/default.jpg,2020-12-31,6.0,PC
2642,Firewall: Zero Hour,Sony Interactive Entertainment,/games/boxart/full_9943799AmericaFrontccc.jpg,2018-08-29,7.9,PS4
2643,Firewatch,Campo Santo,/games/boxart/full_1790763AmericaFrontccc.jpeg,2016-02-09,8.2,"PS4, PC, NS"
2655,Fishing Sim World,Dovetail Games,/games/boxart/full_2033266AmericaFrontccc.jpg,2018-09-18,5.0,"XOne, PS4, PC"
2656,Fishing Spirits,Bandai Namco Games,/games/boxart/full_1548675JapanFrontccc.jpg,2019-07-25,6.5,NS
2657,Fist Puncher,Adult Swim,/games/boxart/default.jpg,2013-06-21,7.3,"PC, X360"
2658,Fist of The North Star: Lost Paradise,Sega,/games/boxart/full_5023810AmericaFrontccc.jpg,2018-10-02,7.2,PS4
2659,Fist of the North Star: Ken's Rage,Tecmo Koei,/games/boxart/full_fist-of-the-north-star-kens-rage_1AmericaFront.jpg,2010-11-02,5.1,"PS3, X360"
2660,Fist of the North Star: Ken's Rage 2,Tecmo Koei,/games/boxart/full_4010095PALFrontccc.jpg,2013-02-05,5.0,"PS3, X360"
2663,Fitness Boxing,Nintendo,/games/boxart/full_6739111AmericaFrontccc.jpg,2019-01-04,7.0,NS
2664,Fitness Boxing 2: Rhythm & Exercise,Nintendo,/games/boxart/full_2626188AmericaFrontccc.png,2020-12-04,6.6,NS
2666,Five Nights At Freddy's 2,Scott Cawthon,/games/boxart/full_5988685AmericaFrontccc.jpg,2014-11-10,6.2,PC
2667,Five Nights at Freddy's,Scott Cawthon,/games/boxart/full_2121796AmericaFrontccc.jpg,2014-08-18,6.4,PC
2668,Five Nights at Freddy's 3,Scott Cawthon,/games/boxart/full_3826710AmericaFrontccc.png,2015-03-02,6.8,PC
2669,Five Nights at Freddy's 4,Scott Cawthon,/games/boxart/full_6159664AmericaFrontccc.jpg,2015-07-23,5.1,PC
2670,Five Nights at Freddy's: Security Breach,Scott Cawthon,/games/boxart/full_2589117AmericaFrontccc.jpg,2020-12-01,6.4,"PC, PS5"
2671,Five Nights at Freddy's: Sister Location,Scott Cawthon,/games/boxart/full_1092911AmericaFrontccc.jpg,2016-10-07,6.2,PC
2674,Flashback,Microids,/games/boxart/full_9295097PALFrontccc.jpg,2018-11-20,5.0,"XOne, NS, PS4"
2675,Flashback (2013),Ubisoft,/games/boxart/default.jpg,2013-08-21,5.0,"X360, PC, PS3"
2676,Flat Heroes,Deck 13,/games/boxart/full_7612732AmericaFrontccc.png,2018-08-02,8.2,NS
2677,FlatOut 3: Chaos & Destruction,Strategy First,/games/boxart/full_9440486AmericaFrontccc.jpg,2011-12-13,2.3,PC
2678,FlatOut 4: Total Insanity,Unfinished Pixel,/games/boxart/full_3103330AmericaFrontccc.jpg,2017-05-05,6.2,"PS4, XOne, PC"
2679,FlatOut: Ultimate Carnage,Empire Interactive,/games/boxart/6254610ccc.jpg,2008-09-02,8.0,PC
2682,Flight Control,Firemint,/games/boxart/default.jpg,2011-01-27,8.2,"PS3, PC"
2683,Flight Control HD,Firemint,/games/boxart/full_7454118AmericaFrontccc.jpg,2010-11-18,8.2,PC
2684,Flinthook,Tribute Games,/games/boxart/full_9359355AmericaFrontccc.png,2018-03-09,7.6,NS
2686,Flip Wars,Nintendo,/games/boxart/full_8072084AmericaFrontccc.png,2017-08-10,5.3,NS
2688,Flipping Death,Rising Star,/games/boxart/full_7729775AmericaFrontccc.jpg,2018-10-16,7.5,"PS4, NS"
2689,Flock!,Capcom,/games/boxart/full_2583294AmericaFrontccc.jpg,2009-04-07,7.5,PC
2690,Flockers,Team17 Software,/games/boxart/default.jpg,2014-05-16,6.1,PC
2691,Floor Kids,MERJ Media,/games/boxart/full_7589456AmericaFrontccc.png,2018-01-01,7.6,NS
2694,Flotilla,Unknown,/games/boxart/full_flotilla_866AmericaFront.jpg,2010-02-26,7.0,PC
2698,Flyhunter Origins,Triniti Interactive,/games/boxart/full_4049106AmericaFrontccc.jpg,2014-10-01,5.8,PC
2704,Football Manager 2010,Sega,/games/boxart/full_4284471AmericaFrontccc.jpg,2009-11-03,8.7,PC
2705,Football Manager 2011,Sega,/games/boxart/full_football-manager-2011_6PALFront.jpg,2010-11-09,8.9,PC
2706,Football Manager 2012,Sega,/games/boxart/full_football-manager-2012_589PALFront.jpg,2011-10-21,8.5,PC
2707,Football Manager 2013,Sega,/games/boxart/full_3614731PALFrontccc.jpg,2012-11-01,8.6,PC
2708,Football Manager 2014,Sega,/games/boxart/full_9216754PALFrontccc.jpg,2013-10-30,8.4,PC
2709,Football Manager 2015,Sega,/games/boxart/full_8598132PALFrontccc.jpg,2014-11-07,8.0,PC
2710,Football Manager 2016,Sega,/games/boxart/full_7283646PALFrontccc.png,2015-11-13,8.1,PC
2711,Football Manager 2017,Sega,/games/boxart/full_423572PALFrontccc.jpg,2016-11-04,8.0,PC
2712,Football Manager 2018,Sega,/games/boxart/full_5767693PALFrontccc.jpg,2017-11-10,8.2,PC
2713,Football Manager 2019,Sega,/games/boxart/full_2640858PALFrontccc.jpg,2018-11-02,8.6,PC
2714,Football Manager 2020,Sega,/games/boxart/full_7741125PALFrontccc.jpg,2019-11-19,8.4,PC
2715,Football Manager Live,Sega,/games/boxart/full_1423196PALFrontccc.jpg,2009-01-23,8.2,PC
2716,For Honor,Ubisoft,/games/boxart/full_7143174AmericaFrontccc.jpg,2017-02-14,7.8,"PS4, PC, XOne"
2719,Ford Racing Off Road,Empire Interactive,/games/boxart/full_9202000AmericaFrontccc.jpg,2008-09-23,4.7,PC
2722,Forgotton Anne,Square Enix,/games/boxart/full_3665756AmericaFrontccc.jpg,2018-05-15,7.6,PS4
2725,Forsaken World,Perfect World Entertainment,/games/boxart/full_forsaken-world_699AmericaFront.jpg,2011-03-22,6.9,PC
2726,Forspoken,Square Enix,/games/boxart/full_2924965AmericaFrontccc.jpg,2022-05-24,6.4,"PC, PS5"
2727,Fortix,Nemesys,/games/boxart/full_fortix_517AmericaFront.jpg,2009-10-01,7.4,PC
2728,Fortix 2,Nemesys,/games/boxart/full_fortix-2_182AmericaFront.jpg,2011-05-06,7.5,PC
2729,Fortnite,Epic Games,/games/boxart/full_2269099PALFrontccc.jpg,2017-07-21,8.5,"PC, PS4, XOne, NS, XS, PS5"
2730,Forts,EarthWork Games,/games/boxart/full_5426714AmericaFrontccc.jpg,2017-04-19,7.4,PC
2733,Fortune Summoners,Unknown,/games/boxart/full_fortune-summoners-deluxe_505JapanFront.jpg,2009-06-18,6.0,PC
2734,Forza Horizon,Microsoft Studios,/games/boxart/full_606503AmericaFrontccc.png,2012-10-23,9.2,X360
2735,Forza Horizon 2,Microsoft Studios,/games/boxart/full_2408125AmericaFrontccc.jpg,2014-09-30,8.6,"XOne, X360"
2736,Forza Horizon 2 Presents Fast & Furious,Microsoft Studios,/games/boxart/full_9343528AmericaFrontccc.jpeg,2015-03-27,6.1,XOne
2737,Forza Horizon 3,Microsoft Studios,/games/boxart/full_2432027AmericaFrontccc.jpeg,2016-09-27,9.0,"PC, XOne"
2738,Forza Horizon 4,Microsoft Studios,/games/boxart/full_631964AmericaFrontccc.jpg,2018-10-02,9.6,"XOne, PC, XS"
2739,Forza Horizon 5,Xbox Game Studios,/games/boxart/full_1598386AmericaFrontccc.jpg,2021-11-09,9.2,"XS, PC"
2740,Forza Motorsport,Xbox Game Studios,/games/boxart/full_7573412AmericaFrontccc.png,2023-10-10,8.6,"PC, XS"
2741,Forza Motorsport 3,Microsoft Game Studios,/games/boxart/full_forza-motorsport-3_9AmericaFront.jpg,2009-10-27,9.2,X360
2742,Forza Motorsport 3: Ultimate Collection,Microsoft Game Studios,/games/boxart/full_forza-motorsport-3-ultimate-edition_0PALFront.jpg,2010-11-18,9.2,X360
2743,Forza Motorsport 4,Microsoft Studios,/games/boxart/full_forza-motorsport-4_905AmericaFront.jpg,2011-10-11,9.1,X360
2744,Forza Motorsport 5,Microsoft Studios,/games/boxart/full_1540980PALFrontccc.jpg,2013-11-22,7.9,XOne
2745,Forza Motorsport 6,Microsoft Studios,/games/boxart/full_5338456AmericaFrontccc.jpg,2015-09-15,8.7,XOne
2746,Forza Motorsport 6: Apex,Microsoft Studios,/games/boxart/full_1970381AmericaFrontccc.jpeg,2016-09-06,8.7,PC
2747,Forza Motorsport 7,Microsoft Studios,/games/boxart/full_6585567AmericaFrontccc.jpg,2017-10-03,8.5,"PC, XOne"
2750,Fracture,LucasArts,/games/boxart/7175980ccc.jpg,2008-10-07,4.0,"PS3, X360"
2751,Fractured Soul,Endgame Studios,/games/boxart/default.jpg,2014-02-25,7.0,PC
2752,Fran Bow,Killmonday Games,/games/boxart/full_8266038PALFrontccc.jpeg,2015-08-27,7.0,PC
2755,Frantics,Sony Interactive Entertainment,/games/boxart/full_7807929AmericaFrontccc.jpg,2018-03-06,6.8,PS4
2756,Freaking Meatbags,Unknown,/games/boxart/default.jpg,2014-07-01,6.9,PC
2762,Free Realms,Sony Online Entertainment,/games/boxart/full_452563AmericaFrontccc.jpg,2009-04-29,7.9,PC
2765,Freedom Planet,Galaxy Trail,/games/boxart/full_9418205AmericaFrontccc.jpg,2014-07-21,8.2,"PC, PS4, NS"
2766,Freedom Planet 2,GalaxyTrail Games,/games/boxart/full_8666330AmericaFrontccc.jpg,2022-09-13,8.1,PC
2770,Friday the 13th: The Game,Gun Media,/games/boxart/full_9614902AmericaFrontccc.jpg,2017-10-13,6.1,"PS4, XOne, NS"
2775,From Dust,Ubisoft,/games/boxart/full_from-dust_782AmericaFront.jpg,2011-08-17,8.2,PC
2776,Front Mission Evolved,Square Enix,/games/boxart/full_front-mission-evolved_9AmericaFront.jpg,2010-09-28,5.8,"PC, X360, PS3"
2778,Frontlines: Fuel of War,THQ,/games/boxart/3107229ccc.jpg,2008-02-25,7.5,"X360, PC"
2779,Frostpunk,11 bit studios,/games/boxart/full_942623AmericaFrontccc.jpg,2018-04-24,8.4,"PC, XOne, PS4"
2782,Frozen Synapse,Matrix Games,/games/boxart/full_frozen-synapse_239PALFront.jpg,2011-05-26,8.6,"PC, PS3"
2783,Frozen Synapse: Tactics,Double Eleven,/games/boxart/default.jpg,2014-01-01,8.5,PS3
2784,Fruit Ninja Kinect 2,Halfbrick Studios,/games/boxart/full_8784209AmericaFrontccc.jpg,2016-03-18,6.9,XOne
2789,Fuel,Codemasters,/games/boxart/full_7120054AmericaFrontccc.jpg,2009-06-02,6.5,"X360, PS3, PC"
